CType2,TRACTGEOID,COUNTYFP10,TRACTCE10,SUM_HOUSING10,SUM_POP10,HDL,HDP,UL
Other,08001008538,001,008538,0,0,0,0,0
Other,08001988700,001,988700,0,0,0,0,0
Other,08007940400,007,940400,1,3,0,0,0
Other,08014980100,014,980100,0,0,0,0,0
Other,08014980200,014,980200,0,0,0,0,0
Other,08014980300,014,980300,0,0,0,0,0
Other,08037000501,037,000501,106,113,0,0,0
Other,08037000502,037,000502,0,0,0,0,0
Other,08037000600,037,000600,0,0,0,0,0
Other,08037000703,037,000703,0,0,0,0,0
Other,08041004401,041,004401,0,0,0,0,0
Other,08041004402,041,004402,0,0,0,0,0
Other,08059980000,059,980000,0,0,0,0,0
Other,08067940300,067,940300,0,0,0,0,0
Other,08067940400,067,940400,3,9,0,0,0
Other,08101980100,101,980100,0,0,0,0,0
Other,08107000200,107,000200,12,40,0,0,0
Other,08113968101,113,968101,2,3,0,0,0
Other,08113968103,113,968103,0,0,0,0,0
Home Delivery Packet - English,08003960300,003,960300,1814,4756,0,1,0
Home Delivery Packet - English,08005007101,005,007101,1775,4578,0,1,0
Home Delivery Packet - English,08005007103,005,007103,0,0,0,1,0
Home Delivery Packet - English,08005080100,005,080100,1980,4277,0,1,0
Home Delivery Packet - English,08005081500,005,081500,2425,3039,0,1,0
Home Delivery Packet - English,08005081900,005,081900,2485,6332,0,1,0
Home Delivery Packet - English,08009964600,009,964600,384,586,0,1,0
Home Delivery Packet - English,08009964700,009,964700,1058,1897,0,1,0
Home Delivery Packet - English,08011966700,011,966700,2210,6439,0,1,0
Home Delivery Packet - English,08015000402,015,000402,766,2538,0,1,0
Home Delivery Packet - English,08017960600,017,960600,238,475,0,1,0
Home Delivery Packet - English,08021974800,021,974800,251,639,0,1,0
Home Delivery Packet - English,08021974900,021,974900,995,1982,0,1,0
Home Delivery Packet - English,08023972600,023,972600,232,229,0,1,0
Home Delivery Packet - English,08023972700,023,972700,3,0,0,1,0
Home Delivery Packet - English,08025969600,025,969600,1145,5006,0,1,0
Home Delivery Packet - English,08029964600,029,964600,1521,3018,0,1,0
Home Delivery Packet - English,08029964700,029,964700,1870,4010,0,1,0
Home Delivery Packet - English,08029964800,029,964800,1300,3493,0,1,0
Home Delivery Packet - English,08029964900,029,964900,2312,5805,0,1,0
Home Delivery Packet - English,08029965100,029,965100,23,59,0,1,0
Home Delivery Packet - English,08029965200,029,965200,2362,4462,0,1,0
Home Delivery Packet - English,08031000800,031,000800,474,1448,0,1,0
Home Delivery Packet - English,08031004101,031,004101,1508,3648,0,1,0
Home Delivery Packet - English,08031007089,031,007089,3786,4725,0,1,0
Home Delivery Packet - English,08031980100,031,980100,0,0,0,1,0
Home Delivery Packet - English,08033000100,033,000100,229,361,0,1,0
Home Delivery Packet - English,08039961100,039,961100,627,1307,0,1,0
Home Delivery Packet - English,08041002102,041,002102,1976,4820,0,1,0
Home Delivery Packet - English,08041002800,041,002800,0,0,0,1,0
Home Delivery Packet - English,08041002900,041,002900,2867,5902,0,1,0
Home Delivery Packet - English,08041003303,041,003303,0,0,0,1,0
Home Delivery Packet - English,08041003802,041,003802,1,4486,0,1,0
Home Delivery Packet - English,08041004100,041,004100,0,0,0,1,0
Home Delivery Packet - English,08041004501,041,004501,1572,6348,0,1,0
Home Delivery Packet - English,08041006100,041,006100,1722,4454,0,1,0
Home Delivery Packet - English,08043978100,043,978100,1930,4385,0,1,0
Home Delivery Packet - English,08043978200,043,978200,0,0,0,1,0
Home Delivery Packet - English,08043978300,043,978300,2524,5626,0,1,0
Home Delivery Packet - English,08043978500,043,978500,2633,5902,0,1,0
Home Delivery Packet - English,08043979100,043,979100,1567,3342,0,1,0
Home Delivery Packet - English,08043979400,043,979400,0,0,0,1,0
Home Delivery Packet - English,08043980100,043,980100,0,945,0,1,0
Home Delivery Packet - English,08043980200,043,980200,0,3085,0,1,0
Home Delivery Packet - English,08043980300,043,980300,0,3916,0,1,0
Home Delivery Packet - English,08055960600,055,960600,1762,3094,0,1,0
Home Delivery Packet - English,08057955600,057,955600,170,97,0,1,0
Home Delivery Packet - English,08059010211,059,010211,1457,3093,0,1,0
Home Delivery Packet - English,08059980400,059,980400,0,1128,0,1,0
Home Delivery Packet - English,08061960100,061,960100,432,785,0,1,0
Home Delivery Packet - English,08063962200,063,962200,552,1193,0,1,0
Home Delivery Packet - English,08069001903,069,001903,0,0,0,1,0
Home Delivery Packet - English,08069002803,069,002803,35,15,0,1,0
Home Delivery Packet - English,08071000100,071,000100,1472,2955,0,1,0
Home Delivery Packet - English,08071000300,071,000300,1081,1666,0,1,0
Home Delivery Packet - English,08071000400,071,000400,1145,2273,0,1,0
Home Delivery Packet - English,08071000500,071,000500,985,1972,0,1,0
Home Delivery Packet - English,08071000800,071,000800,884,2311,0,1,0
Home Delivery Packet - English,08073961800,073,961800,679,1306,0,1,0
Home Delivery Packet - English,08075965900,075,965900,374,724,0,1,0
Home Delivery Packet - English,08075966000,075,966000,643,1466,0,1,0
Home Delivery Packet - English,08075966300,075,966300,1879,3797,0,1,0
Home Delivery Packet - English,08077001001,077,001001,2386,4764,0,1,0
Home Delivery Packet - English,08081000600,081,000600,453,876,0,1,0
Home Delivery Packet - English,08083941100,083,941100,42,87,0,1,0
Home Delivery Packet - English,08085966100,085,966100,17,26,0,1,0
Home Delivery Packet - English,08085966201,085,966201,1179,2898,0,1,0
Home Delivery Packet - English,08085966202,085,966202,1291,3349,0,1,0
Home Delivery Packet - English,08085966400,085,966400,2880,6110,0,1,0
Home Delivery Packet - English,08085966501,085,966501,0,0,0,1,0
Home Delivery Packet - English,08087000100,087,000100,0,0,0,1,0
Home Delivery Packet - English,08087000800,087,000800,798,1805,0,1,0
Home Delivery Packet - English,08089968000,089,968000,796,1609,0,1,0
Home Delivery Packet - English,08089968100,089,968100,1319,2718,0,1,0
Home Delivery Packet - English,08089968200,089,968200,1216,2673,0,1,0
Home Delivery Packet - English,08089968300,089,968300,2,5,0,1,0
Home Delivery Packet - English,08089968400,089,968400,339,670,0,1,0
Home Delivery Packet - English,08089968500,089,968500,0,0,0,1,0
Home Delivery Packet - English,08093000300,093,000300,147,247,0,1,0
Home Delivery Packet - English,08095967700,095,967700,720,1428,0,1,0
Home Delivery Packet - English,08099000100,099,000100,459,1062,0,1,0
Home Delivery Packet - English,08099000600,099,000600,0,0,0,1,0
Home Delivery Packet - English,08099000700,099,000700,720,1498,0,1,0
Home Delivery Packet - English,08101000200,101,000200,797,1857,0,1,0
Home Delivery Packet - English,08101000300,101,000300,0,1332,0,1,0
Home Delivery Packet - English,08101000500,101,000500,1130,2204,0,1,0
Home Delivery Packet - English,08101000600,101,000600,1064,2136,0,1,0
Home Delivery Packet - English,08101000800,101,000800,1428,3031,0,1,0
Home Delivery Packet - English,08101000904,101,000904,2137,4350,0,1,0
Home Delivery Packet - English,08101001000,101,001000,1943,4758,0,1,0
Home Delivery Packet - English,08101001100,101,001100,1196,2834,0,1,0
Home Delivery Packet - English,08101001200,101,001200,916,2126,0,1,0
Home Delivery Packet - English,08101001400,101,001400,770,1375,0,1,0
Home Delivery Packet - English,08101001700,101,001700,2015,4196,0,1,0
Home Delivery Packet - English,08101002000,101,002000,1401,2901,0,1,0
Home Delivery Packet - English,08101002100,101,002100,761,1526,0,1,0
Home Delivery Packet - English,08101002200,101,002200,746,1650,0,1,0
Home Delivery Packet - English,08101002300,101,002300,1678,3454,0,1,0
Home Delivery Packet - English,08101002400,101,002400,881,1928,0,1,0
Home Delivery Packet - English,08101002500,101,002500,1290,2782,0,1,0
Home Delivery Packet - English,08101002600,101,002600,1743,3816,0,1,0
Home Delivery Packet - English,08101002801,101,002801,2209,5195,0,1,0
Home Delivery Packet - English,08101002802,101,002802,1656,3586,0,1,0
Home Delivery Packet - English,08101002901,101,002901,1202,2914,0,1,0
Home Delivery Packet - English,08101002903,101,002903,3,7,0,1,0
Home Delivery Packet - English,08101003001,101,003001,0,0,0,1,0
Home Delivery Packet - English,08101003103,101,003103,0,0,0,1,0
Home Delivery Packet - English,08101003200,101,003200,0,0,0,1,0
Home Delivery Packet - English,08101003500,101,003500,1244,2374,0,1,0
Home Delivery Packet - English,08101003600,101,003600,805,1878,0,1,0
Home Delivery Packet - English,08105976700,105,976700,2317,5323,0,1,0
Home Delivery Packet - English,08105976800,105,976800,932,1926,0,1,0
Home Delivery Packet - English,08105977000,105,977000,0,0,0,1,0
Home Delivery Packet - English,08109977600,109,977600,474,738,0,1,0
Home Delivery Packet - English,08113968103,113,968103,0,0,0,1,0
Home Delivery Packet - English,08113968200,113,968200,48,50,0,1,0
Home Delivery Packet - English,08115968300,115,968300,1110,1919,0,1,0
Home Delivery Packet - English,08117000100,117,000100,0,0,0,1,0
Home Delivery Packet - English,08117000300,117,000300,12,3,0,1,0
Home Delivery Packet - English,08121924100,121,924100,880,1723,0,1,0
Home Delivery Packet - English,08121924200,121,924200,1268,2652,0,1,0
Home Delivery Packet - English,08123000300,123,000300,1,1869,0,1,0
Home Delivery Packet - English,08123000705,123,000705,640,1495,0,1,0
Home Delivery Packet - English,08123001003,123,001003,1780,4629,0,1,0
Home Delivery Packet - English,08123001005,123,001005,0,0,0,1,0
Home Delivery Packet - English,08123001600,123,001600,0,0,0,1,0
Home Delivery Packet - English,08123001700,123,001700,1425,3633,0,1,0
Home Delivery Packet - English,08123001800,123,001800,0,0,0,1,0
Home Delivery Packet - English,08123001906,123,001906,533,1502,0,1,0
Home Delivery Packet - English,08123001908,123,001908,984,2584,0,1,0
Home Delivery Packet - English,08123002006,123,002006,109,290,0,1,0
Home Delivery Packet - English,08123002101,123,002101,1,3,0,1,0
Home Delivery Packet - English,08123002501,123,002501,0,0,0,1,0
Home Delivery Packet - English,08123002502,123,002502,1637,4149,0,1,0
Home Delivery Packet - English,08125963100,125,963100,1975,4435,0,1,0
Home Delivery Packet - English,08125963200,125,963200,2329,5316,0,1,0
Home Delivery Packet - Bilingual,08001007801,001,007801,1372,3732,0,1,0
Home Delivery Packet - Bilingual,08001007802,001,007802,1516,3758,0,0,0
Home Delivery Packet - Bilingual,08001008308,001,008308,1973,5557,0,0,0
Home Delivery Packet - Bilingual,08001008309,001,008309,1149,3254,0,0,0
Home Delivery Packet - Bilingual,08001008603,001,008603,799,2055,0,0,0
Home Delivery Packet - Bilingual,08001008705,001,008705,1667,4921,0,0,0
Home Delivery Packet - Bilingual,08001008709,001,008709,2605,7656,0,0,0
Home Delivery Packet - Bilingual,08001008801,001,008801,1529,4752,0,0,0
Home Delivery Packet - Bilingual,08001008802,001,008802,1226,4075,0,0,0
Home Delivery Packet - Bilingual,08001008901,001,008901,0,0,0,0,0
Home Delivery Packet - Bilingual,08001009103,001,009103,0,0,0,0,0
Home Delivery Packet - Bilingual,08001009316,001,009316,2184,5751,0,0,0
Home Delivery Packet - Bilingual,08001009318,001,009318,2271,5664,0,0,0
Home Delivery Packet - Bilingual,08001009606,001,009606,1140,2794,0,0,0
Home Delivery Packet - Bilingual,08023972700,023,972700,75,86,0,0,0
Home Delivery Packet - Bilingual,08031000902,031,000902,1811,5376,0,0,0
Home Delivery Packet - Bilingual,08031000904,031,000904,1778,5052,0,0,0
Home Delivery Packet - Bilingual,08031000905,031,000905,1225,3631,0,0,0
Home Delivery Packet - Bilingual,08031001401,031,001401,2117,5750,0,0,0
Home Delivery Packet - Bilingual,08031001500,031,001500,1157,3687,0,0,0
Home Delivery Packet - Bilingual,08031003500,031,003500,1844,6401,0,0,0
Home Delivery Packet - Bilingual,08031004503,031,004503,1278,3974,0,0,0
Home Delivery Packet - Bilingual,08031004504,031,004504,1115,3705,0,0,0
Home Delivery Packet - Bilingual,08031008305,031,008305,983,3963,0,0,0
Home Delivery Packet - Bilingual,08031008312,031,008312,2105,6825,0,0,0
Home Delivery Packet - Bilingual,08031015600,031,015600,2241,6498,0,0,0
Home Delivery Packet - Bilingual,08069000202,069,000202,0,0,0,0,0
Home Delivery Packet - Bilingual,08069001304,069,001304,1100,2834,0,0,0
Home Delivery Packet - Bilingual,08087000300,087,000300,673,1619,0,0,0
Home Delivery Packet - Bilingual,08099000100,099,000100,0,0,0,0,0
Home Delivery Packet - Bilingual,08099000200,099,000200,1150,2463,0,0,0
Home Delivery Packet - Bilingual,08109977700,109,977700,423,982,0,0,0
Home Delivery Packet - Bilingual,08123000100,123,000100,1418,2468,0,0,0
Home Delivery Packet - Bilingual,08123000501,123,000501,998,3128,0,0,0
Home Delivery Packet - Bilingual,08123000600,123,000600,234,1634,0,0,0
Home Delivery Packet - Bilingual,08123000701,123,000701,616,1602,0,0,0
Home Delivery Packet - Bilingual,08123000705,123,000705,0,0,0,0,0
Home Delivery Letter - English,08001007900,001,007900,0,0,1,0,0
Home Delivery Letter - English,08001008000,001,008000,0,0,1,0,0
Home Delivery Letter - English,08001008100,001,008100,361,854,1,0,0
Home Delivery Letter - English,08001008200,001,008200,1581,5484,1,0,0
Home Delivery Letter - English,08001008353,001,008353,2309,6044,1,0,0
Home Delivery Letter - English,08001008401,001,008401,1523,3954,1,0,0
Home Delivery Letter - English,08001008402,001,008402,1568,4119,1,0,0
Home Delivery Letter - English,08001008505,001,008505,2457,6655,1,0,0
Home Delivery Letter - English,08001008506,001,008506,2720,5383,1,0,0
Home Delivery Letter - English,08001008507,001,008507,2117,6099,1,0,0
Home Delivery Letter - English,08001008508,001,008508,1951,5342,1,0,0
Home Delivery Letter - English,08001008523,001,008523,2725,7586,1,0,0
Home Delivery Letter - English,08001008524,001,008524,2533,7814,1,0,0
Home Delivery Letter - English,08001008526,001,008526,2480,6742,1,0,0
Home Delivery Letter - English,08001008529,001,008529,3447,7446,1,0,0
Home Delivery Letter - English,08001008533,001,008533,3127,7650,1,0,0
Home Delivery Letter - English,08001008534,001,008534,1428,4283,1,0,0
Home Delivery Letter - English,08001008535,001,008535,1149,3194,1,0,0
Home Delivery Letter - English,08001008536,001,008536,903,2443,1,0,0
Home Delivery Letter - English,08001008537,001,008537,1956,6047,1,0,0
Home Delivery Letter - English,08001008538,001,008538,1869,5305,1,0,0
Home Delivery Letter - English,08001008539,001,008539,2818,8437,1,0,0
Home Delivery Letter - English,08001008540,001,008540,2181,6408,1,0,0
Home Delivery Letter - English,08001008541,001,008541,1556,4277,1,0,0
Home Delivery Letter - English,08001008542,001,008542,2337,7036,1,0,0
Home Delivery Letter - English,08001008543,001,008543,2475,6935,1,0,0
Home Delivery Letter - English,08001008544,001,008544,1369,4181,1,0,0
Home Delivery Letter - English,08001008545,001,008545,2227,6769,1,0,0
Home Delivery Letter - English,08001008546,001,008546,1076,2912,1,0,0
Home Delivery Letter - English,08001008547,001,008547,1198,3525,1,0,0
Home Delivery Letter - English,08001008548,001,008548,556,1499,1,0,0
Home Delivery Letter - English,08001008549,001,008549,1323,3906,1,0,0
Home Delivery Letter - English,08001008550,001,008550,2753,7987,1,0,0
Home Delivery Letter - English,08001008551,001,008551,208,560,1,0,0
Home Delivery Letter - English,08001008603,001,008603,0,0,1,0,0
Home Delivery Letter - English,08001008604,001,008604,1206,4923,1,0,0
Home Delivery Letter - English,08001008605,001,008605,1387,3679,1,0,0
Home Delivery Letter - English,08001008606,001,008606,0,0,1,0,0
Home Delivery Letter - English,08001008802,001,008802,0,0,1,0,0
Home Delivery Letter - English,08001008901,001,008901,0,0,1,0,0
Home Delivery Letter - English,08001009001,001,009001,1536,4645,1,0,0
Home Delivery Letter - English,08001009002,001,009002,3332,9203,1,0,0
Home Delivery Letter - English,08001009104,001,009104,1845,5200,1,0,0
Home Delivery Letter - English,08001009202,001,009202,1469,4242,1,0,0
Home Delivery Letter - English,08001009203,001,009203,1717,4222,1,0,0
Home Delivery Letter - English,08001009204,001,009204,2599,6500,1,0,0
Home Delivery Letter - English,08001009206,001,009206,770,2021,1,0,0
Home Delivery Letter - English,08001009207,001,009207,1569,4425,1,0,0
Home Delivery Letter - English,08001009304,001,009304,2160,5400,1,0,0
Home Delivery Letter - English,08001009306,001,009306,1236,3692,1,0,0
Home Delivery Letter - English,08001009307,001,009307,1281,3774,1,0,0
Home Delivery Letter - English,08001009310,001,009310,1983,5827,1,0,0
Home Delivery Letter - English,08001009321,001,009321,1572,3782,1,0,0
Home Delivery Letter - English,08001009322,001,009322,1618,4246,1,0,0
Home Delivery Letter - English,08001009323,001,009323,1523,3728,1,0,0
Home Delivery Letter - English,08001009325,001,009325,2522,5063,1,0,0
Home Delivery Letter - English,08001009326,001,009326,1125,2554,1,0,0
Home Delivery Letter - English,08001009327,001,009327,1639,4124,1,0,0
Home Delivery Letter - English,08001009401,001,009401,1829,4903,1,0,0
Home Delivery Letter - English,08001009406,001,009406,1755,4259,1,0,0
Home Delivery Letter - English,08001009407,001,009407,1817,5227,1,0,0
Home Delivery Letter - English,08001009408,001,009408,1752,4260,1,0,0
Home Delivery Letter - English,08001009409,001,009409,2185,5248,1,0,0
Home Delivery Letter - English,08001009410,001,009410,1289,3316,1,0,0
Home Delivery Letter - English,08001009411,001,009411,1261,2959,1,0,0
Home Delivery Letter - English,08001009603,001,009603,2445,5921,1,0,0
Home Delivery Letter - English,08001009604,001,009604,2063,4569,1,0,0
Home Delivery Letter - English,08001009607,001,009607,1929,4931,1,0,0
Home Delivery Letter - English,08001009608,001,009608,1151,2849,1,0,0
Home Delivery Letter - English,08001009752,001,009752,1086,3061,1,0,0
Home Delivery Letter - English,08001015000,001,015000,1130,2495,1,0,0
Home Delivery Letter - English,08001060000,001,060000,1511,4747,1,0,0
Home Delivery Letter - English,08001060100,001,060100,2214,6170,1,0,0
Home Delivery Letter - English,08001060200,001,060200,1875,3681,1,0,0
Home Delivery Letter - English,08001061200,001,061200,407,1294,1,0,0
Home Delivery Letter - English,08003960000,003,960000,701,1427,1,0,0
Home Delivery Letter - English,08003960100,003,960100,1019,2475,1,0,0
Home Delivery Letter - English,08003960200,003,960200,2793,6342,1,0,0
Home Delivery Letter - English,08003960300,003,960300,4,6,1,0,0
Home Delivery Letter - English,08005004951,005,004951,1176,1883,1,0,0
Home Delivery Letter - English,08005004952,005,004952,1473,2301,1,0,0
Home Delivery Letter - English,08005005551,005,005551,1133,3224,1,0,0
Home Delivery Letter - English,08005005552,005,005552,1135,2414,1,0,0
Home Delivery Letter - English,08005005553,005,005553,1495,3594,1,0,0
Home Delivery Letter - English,08005005611,005,005611,1948,4747,1,0,0
Home Delivery Letter - English,08005005612,005,005612,1529,3616,1,0,0
Home Delivery Letter - English,08005005614,005,005614,1299,3146,1,0,0
Home Delivery Letter - English,08005005619,005,005619,1806,4574,1,0,0
Home Delivery Letter - English,08005005620,005,005620,1740,2539,1,0,0
Home Delivery Letter - English,08005005621,005,005621,1189,2899,1,0,0
Home Delivery Letter - English,08005005622,005,005622,974,2326,1,0,0
Home Delivery Letter - English,08005005623,005,005623,1437,3547,1,0,0
Home Delivery Letter - English,08005005624,005,005624,823,2106,1,0,0
Home Delivery Letter - English,08005005625,005,005625,1239,2899,1,0,0
Home Delivery Letter - English,08005005626,005,005626,1630,3210,1,0,0
Home Delivery Letter - English,08005005627,005,005627,1820,4271,1,0,0
Home Delivery Letter - English,08005005628,005,005628,2267,5609,1,0,0
Home Delivery Letter - English,08005005629,005,005629,821,2215,1,0,0
Home Delivery Letter - English,08005005630,005,005630,2220,5322,1,0,0
Home Delivery Letter - English,08005005631,005,005631,1220,3028,1,0,0
Home Delivery Letter - English,08005005632,005,005632,1176,3189,1,0,0
Home Delivery Letter - English,08005005633,005,005633,1291,3002,1,0,0
Home Delivery Letter - English,08005005634,005,005634,1668,2959,1,0,0
Home Delivery Letter - English,08005005635,005,005635,2046,4789,1,0,0
Home Delivery Letter - English,08005005636,005,005636,687,1825,1,0,0
Home Delivery Letter - English,08005005700,005,005700,1917,3593,1,0,0
Home Delivery Letter - English,08005005800,005,005800,1253,2391,1,0,0
Home Delivery Letter - English,08005005951,005,005951,2505,4032,1,0,0
Home Delivery Letter - English,08005005952,005,005952,1665,3091,1,0,0
Home Delivery Letter - English,08005006000,005,006000,1410,2693,1,0,0
Home Delivery Letter - English,08005006100,005,006100,1414,2672,1,0,0
Home Delivery Letter - English,08005006200,005,006200,1329,2864,1,0,0
Home Delivery Letter - English,08005006300,005,006300,1208,2621,1,0,0
Home Delivery Letter - English,08005006400,005,006400,1313,2975,1,0,0
Home Delivery Letter - English,08005006501,005,006501,1268,1678,1,0,0
Home Delivery Letter - English,08005006502,005,006502,1507,3171,1,0,0
Home Delivery Letter - English,08005006601,005,006601,2658,5610,1,0,0
Home Delivery Letter - English,08005006603,005,006603,1374,3210,1,0,0
Home Delivery Letter - English,08005006604,005,006604,1898,3761,1,0,0
Home Delivery Letter - English,08005006704,005,006704,1541,4239,1,0,0
Home Delivery Letter - English,08005006705,005,006705,610,1748,1,0,0
Home Delivery Letter - English,08005006706,005,006706,2055,4720,1,0,0
Home Delivery Letter - English,08005006707,005,006707,1884,4530,1,0,0
Home Delivery Letter - English,08005006708,005,006708,1978,4979,1,0,0
Home Delivery Letter - English,08005006709,005,006709,2069,4882,1,0,0
Home Delivery Letter - English,08005006711,005,006711,1448,3869,1,0,0
Home Delivery Letter - English,08005006712,005,006712,638,1219,1,0,0
Home Delivery Letter - English,08005006713,005,006713,746,1209,1,0,0
Home Delivery Letter - English,08005006808,005,006808,1837,5475,1,0,0
Home Delivery Letter - English,08005006815,005,006815,1797,4057,1,0,0
Home Delivery Letter - English,08005006854,005,006854,1113,2383,1,0,0
Home Delivery Letter - English,08005006855,005,006855,1917,5097,1,0,0
Home Delivery Letter - English,08005006856,005,006856,3211,7648,1,0,0
Home Delivery Letter - English,08005006857,005,006857,870,2158,1,0,0
Home Delivery Letter - English,08005006858,005,006858,2797,4143,1,0,0
Home Delivery Letter - English,08005007101,005,007101,0,0,1,0,0
Home Delivery Letter - English,08005007103,005,007103,569,1585,1,0,0
Home Delivery Letter - English,08005007104,005,007104,1203,3714,1,0,0
Home Delivery Letter - English,08005007105,005,007105,1237,3103,1,0,0
Home Delivery Letter - English,08005007106,005,007106,1477,4294,1,0,0
Home Delivery Letter - English,08005007107,005,007107,1559,4430,1,0,0
Home Delivery Letter - English,08005007703,005,007703,1692,4075,1,0,0
Home Delivery Letter - English,08005007704,005,007704,2007,4797,1,0,0
Home Delivery Letter - English,08005015100,005,015100,1048,2521,1,0,0
Home Delivery Letter - English,08005080000,005,080000,1367,3437,1,0,0
Home Delivery Letter - English,08005080200,005,080200,2004,5086,1,0,0
Home Delivery Letter - English,08005080300,005,080300,2401,5701,1,0,0
Home Delivery Letter - English,08005080400,005,080400,2073,4500,1,0,0
Home Delivery Letter - English,08005080500,005,080500,1766,3059,1,0,0
Home Delivery Letter - English,08005080600,005,080600,1984,3730,1,0,0
Home Delivery Letter - English,08005080700,005,080700,2030,5545,1,0,0
Home Delivery Letter - English,08005080900,005,080900,1383,3977,1,0,0
Home Delivery Letter - English,08005081000,005,081000,2602,5450,1,0,0
Home Delivery Letter - English,08005081100,005,081100,2726,5376,1,0,0
Home Delivery Letter - English,08005081200,005,081200,2002,4462,1,0,0
Home Delivery Letter - English,08005081400,005,081400,1654,4171,1,0,0
Home Delivery Letter - English,08005081500,005,081500,0,0,1,0,0
Home Delivery Letter - English,08005081600,005,081600,1927,4859,1,0,0
Home Delivery Letter - English,08005081700,005,081700,959,2782,1,0,0
Home Delivery Letter - English,08005082000,005,082000,1888,3797,1,0,0
Home Delivery Letter - English,08005082100,005,082100,2506,6750,1,0,0
Home Delivery Letter - English,08005082200,005,082200,2271,5627,1,0,0
Home Delivery Letter - English,08005082300,005,082300,1481,3636,1,0,0
Home Delivery Letter - English,08005082400,005,082400,1605,4265,1,0,0
Home Delivery Letter - English,08005082500,005,082500,778,2310,1,0,0
Home Delivery Letter - English,08005082600,005,082600,2243,5059,1,0,0
Home Delivery Letter - English,08005082700,005,082700,1223,3499,1,0,0
Home Delivery Letter - English,08005082800,005,082800,1950,5030,1,0,0
Home Delivery Letter - English,08005082900,005,082900,1775,4522,1,0,0
Home Delivery Letter - English,08005083000,005,083000,1185,3245,1,0,0
Home Delivery Letter - English,08005083100,005,083100,2625,6739,1,0,0
Home Delivery Letter - English,08005083200,005,083200,2744,8692,1,0,0
Home Delivery Letter - English,08005083300,005,083300,1864,4399,1,0,0
Home Delivery Letter - English,08005083400,005,083400,2240,6685,1,0,0
Home Delivery Letter - English,08005083500,005,083500,2192,5274,1,0,0
Home Delivery Letter - English,08005083600,005,083600,1762,3661,1,0,0
Home Delivery Letter - English,08005083700,005,083700,1774,4356,1,0,0
Home Delivery Letter - English,08005083800,005,083800,1190,2842,1,0,0
Home Delivery Letter - English,08005083900,005,083900,1656,2853,1,0,0
Home Delivery Letter - English,08005084000,005,084000,803,2327,1,0,0
Home Delivery Letter - English,08005084100,005,084100,1667,4435,1,0,0
Home Delivery Letter - English,08005084200,005,084200,1386,3548,1,0,0
Home Delivery Letter - English,08005084300,005,084300,1220,3456,1,0,0
Home Delivery Letter - English,08005084400,005,084400,1073,3143,1,0,0
Home Delivery Letter - English,08005084500,005,084500,1293,2708,1,0,0
Home Delivery Letter - English,08005084600,005,084600,2052,5196,1,0,0
Home Delivery Letter - English,08005084700,005,084700,1750,4665,1,0,0
Home Delivery Letter - English,08005084800,005,084800,1197,3444,1,0,0
Home Delivery Letter - English,08005084900,005,084900,1040,3066,1,0,0
Home Delivery Letter - English,08005085000,005,085000,622,1805,1,0,0
Home Delivery Letter - English,08005085100,005,085100,1949,6698,1,0,0
Home Delivery Letter - English,08005085200,005,085200,922,2809,1,0,0
Home Delivery Letter - English,08005085300,005,085300,983,2284,1,0,0
Home Delivery Letter - English,08005085400,005,085400,1405,4320,1,0,0
Home Delivery Letter - English,08005085500,005,085500,1742,5316,1,0,0
Home Delivery Letter - English,08005085600,005,085600,1006,3203,1,0,0
Home Delivery Letter - English,08005085700,005,085700,1833,4611,1,0,0
Home Delivery Letter - English,08005085800,005,085800,639,1706,1,0,0
Home Delivery Letter - English,08005085900,005,085900,1023,3248,1,0,0
Home Delivery Letter - English,08005086000,005,086000,2499,7684,1,0,0
Home Delivery Letter - English,08005086100,005,086100,1548,4784,1,0,0
Home Delivery Letter - English,08005086200,005,086200,1853,5814,1,0,0
Home Delivery Letter - English,08005086300,005,086300,1587,3696,1,0,0
Home Delivery Letter - English,08005086400,005,086400,723,1980,1,0,0
Home Delivery Letter - English,08005086500,005,086500,2050,4632,1,0,0
Home Delivery Letter - English,08005086600,005,086600,2185,4075,1,0,0
Home Delivery Letter - English,08005086700,005,086700,1124,3611,1,0,0
Home Delivery Letter - English,08005086800,005,086800,3183,6106,1,0,0
Home Delivery Letter - English,08005086900,005,086900,1446,2823,1,0,0
Home Delivery Letter - English,08005087000,005,087000,2267,4550,1,0,0
Home Delivery Letter - English,08005087100,005,087100,1499,2505,1,0,0
Home Delivery Letter - English,08005087200,005,087200,1898,3768,1,0,0
Home Delivery Letter - English,08005087300,005,087300,3341,7087,1,0,0
Home Delivery Letter - English,08007940400,007,940400,0,0,1,0,0
Home Delivery Letter - English,08007974200,007,974200,3627,5225,1,0,0
Home Delivery Letter - English,08007974300,007,974300,1640,2431,1,0,0
Home Delivery Letter - English,08007974400,007,974400,709,893,1,0,0
Home Delivery Letter - English,08013012101,013,012101,2111,4770,1,0,0
Home Delivery Letter - English,08013012102,013,012102,3056,6466,1,0,0
Home Delivery Letter - English,08013012103,013,012103,1742,3804,1,0,0
Home Delivery Letter - English,08013012104,013,012104,1065,2538,1,0,0
Home Delivery Letter - English,08013012105,013,012105,2472,5589,1,0,0
Home Delivery Letter - English,08013012201,013,012201,1756,3388,1,0,0
Home Delivery Letter - English,08013012202,013,012202,3309,5847,1,0,0
Home Delivery Letter - English,08013012203,013,012203,3271,6081,1,0,0
